Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Createur_de_la_donnee,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,CP,Ville,nom_departement,nom_region,nom_membre,raison_sociale
Piscine olympique,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Piscine']",49.3598835,0.06664621,Boulevard de la Mer,OT SPL Deauville,2026-03-17, https://www.indeauville.fr/reserver-activite-piscine-deauville/,,"À Deauville, on aime tant la mer qu’on la capture pour remplir la piscine. Sous une voûte qui capte le soleil et la lumière, l’eau de son bassin olympique (50 m) et du petit bassin pour enfants est chauffée à 27° C.
Les maîtres-nageurs sauveteurs...",14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
Espace Jeunes 12 / 17 ans,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Club enfants']",49.3628593,0.07039817,Boulevard de la Mer,OT SPL Deauville,2026-02-17,,,"Pour se retrouver, se détendre, participer à des activités, faire du sport, imaginer et concrétiser des projets, parler et échanger avec les autres. Martin et Valentin en sont les animateurs. Ils composent des programmes chaque semaine, que ce soit...",14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
Activités sportives et de loisirs à l'Espace Jeunes,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', ""Prestataire d'activité"", 'Base nautique / centre nautique']",49.3628384,0.07043035,Boulevard de la Mer,OT SPL Deauville,2026-03-02,,,"Dédié aux 12-17 ans, l'Espace Jeunes est le centre de toutes les animations, culturelles ou sportives, un lieu d'échanges où tous les projets se créent. Ouvert toute l'année, on y vient pour se détendre, acquérir de nouvelles compétences, mettre en...",14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
Parc des Lais de Mer,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",49.3573206,0.06155246,Boulevard de la Mer,OT SPL Deauville,2026-01-19,,,,14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
Square des lais de mer,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",49.354166,0.057383,8 avenue de la  Terrasse,OT SPL Deauville,2026-02-03,,,"Le square Jean Mermoz se situe juste devant l'Office de Tourisme de Villers-sur-Mer, en bord de mer. On le repère grâce au dinosaure de verdure, emblème de la ville, installé de juin à novembre.",14800,Tourgéville,Calvados,Normandie,Tourgéville,CC Coeur Côte Fleurie
Centre de loisirs Deauville Plein Air,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Club enfants']",49.3591804,0.07637859,17 rue Albert Fracasse,OT SPL Deauville,2026-02-17, http://www.deauvillepleinair.com/,,"Le centre de loisirs ""Deauville plein air"" (déclaré auprès de la Direction Départementale et Régionale de la jeunesse de la Cohésion sociale), en partenariat avec la Ville de Deauville, accueille durant chaque période de vacances scolaires (hors...",14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
Square du Général Leclerc,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",49.3480168,0.05053755,Avenue du Général Leclerc,OT SPL Deauville,2026-02-03,,,"Situé à deux pas de l'hippodrome de Clairefontaine, le square ombragée est l'espace idéal pour jouer à la pétanque avec pas moins de deux grands terrains au bord desquels des bancs pour se poser et regarder les tournois. Des tables de pique-nique...",14910,Benerville-sur-Mer,Calvados,Normandie,Benerville-sur-Mer,CC Coeur Côte Fleurie
Square Charles Roffé,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",49.3460986,0.10315276,Route de Honfleur,OT SPL Deauville,2026-02-03,,,"Inauguré en 2013, ce square situé derrière le groupe scolaire André Malraux est fait pour les enfants ! Jeux à ressors, toboggans, châteaux... Lieu idéal pour s'amuser mais aussi pique-niquer grâce aux tables aménagées.",14800,Touques,Calvados,Normandie,Touques,CC Coeur Côte Fleurie
Tennis de Villerville,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Complèxe ou terrain de tennis']",49.4009806,0.1310664,Place des Fossés Vieux,OT SPL Deauville,2026-02-04,,,"Le club de tennis de Villerville dispose de 3 courts :2 en terre battue sur moquette et 1 en bioflex. Possibilité d'abonnements à l'année, à la saison, au mois et à la semaine, de cours particuliers et collectifs, et de stages.",14113,Villerville,Calvados,Normandie,Villerville,CC Coeur Côte Fleurie
Les Franciscaines,"['Site culturel', 'Musée', 'Lieu', ""Point d'intérêt"", 'Site religieux', 'Chapelle', 'Couvent', 'Cloître']",49.3543121,0.0663727,145B Avenue de la République,OT SPL Deauville,2026-02-25, https://lesfranciscaines.tickeasy.com/fr-FR/accueil https://lesfranciscaines.fr/<> https://www.facebook.com/franciscaines.deauville<> https://www.instagram.com/franciscaines.deauville,,"Tour à tour, orphelinat lors de sa création en 1877, hôpital militaire, école ménagère, lycée professionnel et enfin ""Maison d'accueil pour les sœurs aînées"", Les Franciscaines a connu mille destins avant sa rénovation par la Ville de Deauville...",14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
Boulodrome du front de mer,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Boulodrome']",49.3258767,0.00045705,1 avenue de la République,OT SPL Deauville,2026-02-12,,,Terrain découvert en accès libre.,14640,Villers-sur-Mer,Calvados,Normandie,Villers-sur-Mer,CC Coeur Côte Fleurie
Boulodrome des Ammonites,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Boulodrome']",49.3145841,-0.0125504,13 rue des Ammonites,OT SPL Deauville,2026-02-12,,,Terrain découvert en accès libre.,14640,Villers-sur-Mer,Calvados,Normandie,Villers-sur-Mer,CC Coeur Côte Fleurie
La Digue de Villers,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",49.3299872,0.00957072,Avenue de la République Promenade de la Digue Est,OT SPL Deauville,2026-01-07, https://menuonline.fr/ladigue<> https://www.facebook.com/La-digue-de-villers-103913415154201<> https://www.instagram.com/ladiguedevillers/,,"Profitant d’un emplacement privilégié face à la mer, le restaurant La Digue de Villers vous accueille tous les jours et vous propose une cuisine raffinée de la mer et du terroir qui suit le fil des saisons.
 
Ouvert toute l’année, La Digue de...",14640,Villers-sur-Mer,Calvados,Normandie,Villers-sur-Mer,CC Coeur Côte Fleurie
Tennis de Deauville,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Complèxe ou terrain de tennis']",49.3645319,0.073955,3 boulevard de la Mer,OT SPL Deauville,2026-01-22, https://www.indeauville.fr/reservation-indeauville/?re-product-id=257579,,"Le tennis municipal de Deauville est situé à deux pas des Planches et de la mer. On joue ici depuis le début du siècle ! Pas moins de 19 courts découverts, dont 10 courts en terre battue, la surface préférée des joueurs,  4 courts en classic clay,...",14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
Boulodrome du ruisseau Montcel,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Boulodrome']",49.3175553,0.00768431,22-24 clos des champs rabats,OT SPL Deauville,2026-02-12,,,Terrain découvert en accès libre.,14640,Villers-sur-Mer,Calvados,Normandie,Villers-sur-Mer,CC Coeur Côte Fleurie
Boulodrome de Saint-Arnoult,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Boulodrome']",49.3436399,0.08779252,Avenue Michel d'Ornano (à hauteur de la Rue de la Chapelle),OT SPL Deauville,2026-02-12,,,Terrain découvert en accès libre.,14800,Saint-Arnoult,Calvados,Normandie,Saint-Arnoult,CC Coeur Côte Fleurie
Square de la mairie,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",49.3488577,0.1855018,18 rue des Brioleurs,OT SPL Deauville,2026-02-03,,,"Situé à côté de l'église de Saint-Gatien-des-Bois, datant des XVe et XVIe siècles, et au pied de la mairie du XVIIIe siècle, ce square ombragé profite d'un emplacement de choix. C'est l'occasion de faire une pause en s'asseyant sur l'un des deux...",14130,Saint-Gatien-des-Bois,Calvados,Normandie,Saint-Gatien-des-Bois,CC Coeur Côte Fleurie
Nuit étoilée dans la forêt de Saint-Gatien-des-Bois,"['Lieu', ""Point d'intérêt""]",49.3484728,0.18534294,18 rue des Brioleurs,OT SPL Deauville,2024-12-12,,,"Inspirée par la forêt qui l'entoure, Saint-Gatien-des-Bois a installé une ambiance de forêt dans le jardin de la mairie, avec des sapins peints en blanc, des animaux et champignons en bois. Pour rappeler la neige, la façade de l'hôtel de ville est...",14130,Saint-Gatien-des-Bois,Calvados,Normandie,Saint-Gatien-des-Bois,CC Coeur Côte Fleurie
Fauteuil de Naïade Plante,"['Lieu', ""Point d'intérêt""]",49.3486897,0.1850764,18 rue des Brioleurs,OT SPL Deauville,2024-12-12, https://www.naiadeplante.com/,,"""La thématique de ce projet de fauteuil m'a particulièrement inspirée car l'eau est un des biens les plus précieux que nous ayons sur notre belle planète. Afin de réaliser les images de ce fauteuil, j'ai passé plusieurs heures dans une des jolies...",14130,Saint-Gatien-des-Bois,Calvados,Normandie,Saint-Gatien-des-Bois,CC Coeur Côte Fleurie
Fauteuil de Jacky Pouillon,"['Lieu', ""Point d'intérêt""]",49.3486897,0.1850764,18 rue des Brioleurs,OT SPL Deauville,2024-12-12, https://jacky-pouillon.book.fr/,,"""En peignant sur ce banc pour la Ville de Saint-Gatien-des-Bois, je me suis laissé bercé par le clapotis de l'eau du ruisseau qui traverse cette ville. Tout cela en espérant donner un peu de rêverie, du repos et beaucoup de bonheur aux promeneurs...",14130,Saint-Gatien-des-Bois,Calvados,Normandie,Saint-Gatien-des-Bois,CC Coeur Côte Fleurie
Boulodrome Georges Clémenceau,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Boulodrome']",49.3184839,0.00276035,Avenue Georges Clémenceau (angle avenue de la Brigade Piron),OT SPL Deauville,2026-02-12,,,Terrain découvert en accès libre.,14640,Villers-sur-Mer,Calvados,Normandie,Villers-sur-Mer,CC Coeur Côte Fleurie
Boulodrome municipal de Bénerville-sur-mer,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Boulodrome']",49.3480006,0.05043624,6 avenue du Général Leclerc,OT SPL Deauville,2026-02-12,,,"Terrain découvert en accès libre d'une longueur de 27,80 m et 21,80 m de largeur.",14910,Benerville-sur-Mer,Calvados,Normandie,Benerville-sur-Mer,CC Coeur Côte Fleurie
Boulodrome du Parc des Graves,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Boulodrome']",49.3990114,0.1256441,Route du littoral Parc des Graves,OT SPL Deauville,2026-02-12,,,Terrain découvert en accès libre d'une longueur de 30 m et de 10 m de largeur.,14113,Villerville,Calvados,Normandie,Villerville,CC Coeur Côte Fleurie
Sunset Beach,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",49.3502141,0.0492022,Boulevard de la Mer,OT SPL Deauville,2026-04-15, https://www.instagram.com/sunsetbeach_benerville/,,"Le Sunset Beach vous accueille sur la plage. Venez déguster les spécialités burgers et bruschettas.
Autres services proposés : location de transat et lit double, parasols, serviettes, terrain de volley, soirée à thème..",14910,Benerville-sur-Mer,Calvados,Normandie,Benerville-sur-Mer,CC Coeur Côte Fleurie
Le Grand Aigle,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",48.8372262,-1.5593646,118 route de Villedieu,OT Granville Terre et Mer,2025-10-28, https://www.facebook.com/Le-Grand-Aigle-Restaurant-Asiatique-647954905253584/,,"Spécialités japonaises, chinoises, buffet du monde.",50400,Yquelon,Manche,Normandie,Yquelon,"CC de Granville, Terre et Mer"
Jolie France,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Bateau promenade']",48.8328899,-1.6029443,Rue des Isles Gare Maritime,OT Granville Terre et Mer,2026-02-24, http://www.vedettesjoliefrance.com/<> https://www.facebook.com/vedettesdechausey<> https://www.instagram.com/vedettesdesileschausey/?hl=fr,,"Embarquez à la Gare Maritime de Granville en direction des Îles Chausey.

Ces îles se distinguent en Europe par leur splendeur et leurs impressionnantes marées. L'archipel de Chausey compte 365 îlots à marée basse et 52 à marée haute, avec la plus...",50400,Granville,Manche,Normandie,Granville,"CC de Granville, Terre et Mer"
Domaine de loisirs de la Carperie,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.8961901,-1.5390839,Village Trottin,OT Granville Terre et Mer,2026-02-11, http://domainedelacarperie.fr/,,"De la grande à la petite capacité, notre site est l'endroit idéal pour vos événements particuliers ou professionnels.
Notre établissement se situe dans un environnement exceptionnel: parc paysagé, étang sécurisé. Notre espace intérieur permet...",50290,Bréhal,Manche,Normandie,Bréhal,"CC de Granville, Terre et Mer"
La Carperie,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant', 'Brasserie ou taverne']",48.8962478,-1.5390251,Village Trottin,OT Granville Terre et Mer,2026-01-06, https://domainedelacarperie.fr/,,"Le restaurant est ouvert tous les jours, midi et soir, en juillet/août. Le reste de l'année, nous vous accueillons pour vos repas d'entreprise et de famille.",50290,Bréhal,Manche,Normandie,Bréhal,"CC de Granville, Terre et Mer"
Le Celtic,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",48.5502968,-0.4226999,BAGNOLES DE L ORNE 18 rue du Docteur Pierre Noal,Orne Tourisme,2026-05-01,,,"Proximité Bagnoles Château, le Bar-restaurant vous propose également, des sandwiches, brunchettas, pizzas, burgers, salades, ou bien encore omelette, steak haché frites et des menus complets.",61140,Bagnoles de l'Orne Normandie,Orne,Normandie,Bagnoles de l'Orne Normandie,CC Andaine - Passais
Square de la mairie,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",49.3592229,0.0745441,20 rue Robert Fossorier,OT SPL Deauville,2026-02-03,,,"Situé devant la mairie de Deauville, construite en 1880 d'après les plans de l'architecte versaillais Saintin, un bâtiment de style Beaux-Arts avec un enclos central. Après la seconde guerre mondiale, la municipalité, désireuse d’adapter l’édifice à...",14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
La Mairie,"['Site culturel', 'Lieu', ""Point d'intérêt""]",49.3594049,0.07458415,20 rue Robert Fossorier,OT SPL Deauville,2026-02-20,,,,14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
Boulodrome de Deauville,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Boulodrome']",49.3570328,0.08255675,Boulevard des Sports,OT SPL Deauville,2026-02-12,,,Terrain découvert d'une longueur de 70 m et de 30 m de largeur réservé aux membres du Club Bouliste Trouville Deauville Touques.,14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
Pôle International du Cheval Longines Deauville,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Centre équestre']",49.3390423,0.09626384,14 avenue Ox and Bucks,OT SPL Deauville,2026-02-24, http://www.pole-international-cheval.com/<> https://fr-fr.facebook.com/poleinternationalduchevaldeauville/<> https://www.instagram.com/poleinternationalducheval/?hl=ms,,"Le Pôle International du Cheval Longines Deauville est lieu d’accueil de compétitions dans toutes les disciplines équestres (saut d’obstacles, dressage, polo, voltige, jumping…) d’envergure régionale, nationale ou internationale ; de spectacles...",14800,Saint-Arnoult,Calvados,Normandie,Saint-Arnoult,CC Coeur Côte Fleurie
Crêperie du Coin,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",49.40105,0.127195,1 rue du Maréchal Foch,OT SPL Deauville,2026-03-20, https://www.facebook.com/lacreperieducoin,,"Galettes, crêpes, salades, glaces artisanales, salon de thé, bar.
Sur place et à emporter.
Toutes nos galettes et crêpes sont préparées devant vous, dans une ambiance familiale et chaleureuse.
Terrasse ensoleillée à 50 mètres de la plage et au coeur...",14113,Villerville,Calvados,Normandie,Villerville,CC Coeur Côte Fleurie
Boulodrome Henry Millet à Blonville-sur-Mer,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Boulodrome']",49.3351289,0.02906673,Rue Henry Millet,OT SPL Deauville,2026-02-12,,,Terrain découvert en accès libre d'une longueur de 50 m et 40 m de largeur.,14910,Blonville-sur-Mer,Calvados,Normandie,Blonville-sur-Mer,CC Coeur Côte Fleurie
Le Club,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",49.3592745,0.07660515,13 rue Albert Fracasse,OT SPL Deauville,2026-03-19, https://www.facebook.com/profile.php?id=100092391109695<> https://www.instagram.com/leclubdeauville?fbclid=IwAR3eHHQwiALlZU5XmJm0zScV_LwuJwtrI6oAykxYbKEqaEko8u1BWa8kfrs,,"Le nouveau Club Deauvillais pour danser et boire un verre.

Découvrez notre décoration soignée, un bar spectaculaire, une clientèle sélectionnée et une musique festive adaptée avec les meilleurs DJs.

Situé en centre-ville, à pieds de tous les...",14800,Deauville,Calvados,Normandie,Deauville,CC Coeur Côte Fleurie
